Employee_ID,Employee_Name,Gender,Age,Department,Job_Role,Location,Employment_Type,Joining_Date,Exit_Date,Years_at_Company,Total_Work_Experience,Education_Level,Salary,Performance_Rating,Job_Satisfaction,Work_Life_Balance,Monthly_Hours,Overtime_Hours,Attendance_Percentage,Projects_Completed,Training_Hours,Promotions,Sick_Days,Manager_Rating,Employee_Engagement,Attrition,Attrition_Reason,Remote_Work,Active_Employee,Exited_Employee
EMP00811,Employee_00811,Male,27,Sales,Sales Manager,Ahmedabad,Full-Time,2019-05-13,2026-07-31 00:00:00,7.2,10.9,Bachelor's,1300233,3,1.0,4,209,27,95.3,3,31.0,0,4,3.0,3,No,Not Applicable,Yes,1,0
EMP00812,Employee_00812,Male,24,IT,Software Engineer,Delhi,Full-Time,2025-06-09,2026-07-31 00:00:00,1.1,3.8,Bachelor's,1141225,2,1.0,4,183,2,97.0,3,29.0,0,4,2.0,2,No,Not Applicable,Yes,1,0
EMP00813,Employee_00813,Male,29,IT,System Administrator,Bengaluru,Full-Time,2023-08-05,2026-05-05 00:00:00,3.0,3.6,Bachelor's,1248620,3,4.0,3,199,31,92.0,3,23.0,0,10,3.0,4,No,Not Applicable,Yes,1,0
EMP00814,Employee_00814,Female,28,HR,Recruiter,Bengaluru,Full-Time,2025-12-14,2026-07-31 00:00:00,0.6,1.7,MBA,890662,3,2.0,3,188,38,100.0,2,28.0,0,8,2.0,3,No,Not Applicable,Yes,1,0
EMP00815,Employee_00815,Female,32,Operations,Supply Chain Analyst,Mumbai,Full-Time,2019-11-28,2024-02-28 00:00:00,6.7,13.9,PhD,1218938,1,4.0,3,161,7,95.8,1,46.0,0,5,2.0,3,No,Not Applicable,No,1,0
EMP00816,Employee_00816,Female,21,Marketing,Marketing Analyst,Mumbai,Full-Time,2023-03-13,2026-07-31 00:00:00,3.4,5.2,MBA,851704,4,3.0,4,189,9,95.3,6,38.0,1,6,3.0,4,No,Not Applicable,No,1,0
EMP00817,Employee_00817,Male,25,Sales,Account Manager,Bengaluru,Full-Time,2025-02-15,2026-07-31 00:00:00,1.5,0.5,Bachelor's,828487,4,4.0,3,164,1,95.9,8,37.0,1,5,4.0,3,No,Not Applicable,No,1,0
EMP00818,Employee_00818,Female,28,Operations,Operations Executive,Bengaluru,Full-Time,2019-12-07,2026-07-31 00:00:00,6.6,10.7,Bachelor's,1254078,3,4.0,4,132,0,97.2,4,0.0,3,10,3.0,4,No,Not Applicable,Yes,1,0
EMP00819,Employee_00819,Male,42,Sales,Sales Manager,Bengaluru,Full-Time,2023-08-30,2024-11-30 00:00:00,2.9,2.0,Master's,1364833,3,1.0,3,195,7,96.0,3,62.0,1,3,3.0,2,No,Not Applicable,Yes,1,0
EMP00820,Employee_00820,Male,28,Operations,Operations Manager,Chennai,Full-Time,2024-05-05,2026-07-31 00:00:00,2.2,2.1,MBA,885725,4,1.0,4,186,19,99.2,3,31.0,0,9,5.0,3,No,Not Applicable,No,1,0
EMP00821,Employee_00821,Male,35,Sales,Business Development Executive,Delhi,Full-Time,2025-11-16,2026-07-31 00:00:00,0.7,4.6,MBA,1209516,4,4.0,3,173,9,96.7,4,1.0,0,6,3.0,4,No,Not Applicable,No,1,0
EMP00822,Employee_00822,Female,39,IT,Software Engineer,Delhi,Full-Time,2016-12-11,2020-12-11 00:00:00,9.6,7.8,Bachelor's,1476966,2,4.0,3,182,18,89.0,6,32.0,0,3,1.0,4,No,Not Applicable,No,1,0
EMP00823,Employee_00823,Male,42,Sales,Business Development Executive,Hyderabad,Full-Time,2017-11-29,2023-02-28 00:00:00,8.7,7.1,Bachelor's,1615145,4,2.0,3,211,0,99.2,4,27.0,3,2,5.0,3,No,Not Applicable,No,1,0
EMP00824,Employee_00824,Non-Binary,29,IT,IT Manager,Bengaluru,Full-Time,2015-06-09,2021-12-09 00:00:00,11.1,17.3,PhD,1787362,5,4.0,3,192,11,96.9,8,47.0,0,2,5.0,4,No,Not Applicable,No,1,0
EMP00825,Employee_00825,Non-Binary,47,Sales,Business Development Executive,Kolkata,Full-Time,2025-07-02,2026-07-31 00:00:00,1.1,8.7,Bachelor's,1771970,5,4.0,3,167,11,97.1,8,37.0,0,4,4.0,3,No,Not Applicable,Yes,1,0
EMP00826,Employee_00826,Female,34,Sales,Sales Analyst,Bengaluru,Full-Time,2017-01-17,2018-01-17 00:00:00,9.5,14.0,Bachelor's,1573932,3,4.0,4,203,36,94.6,3,30.0,3,8,4.0,4,No,Not Applicable,No,1,0
EMP00827,Employee_00827,Female,24,Marketing,Digital Marketing Specialist,Kolkata,Full-Time,2018-02-13,2020-05-13 00:00:00,8.5,11.7,MBA,1281824,4,4.0,4,165,16,94.2,5,34.0,1,5,3.0,4,No,Not Applicable,Yes,1,0
EMP00828,Employee_00828,Female,32,IT,DevOps Engineer,Chennai,Full-Time,2019-08-03,2023-02-03 00:00:00,7.0,6.9,Bachelor's,1219130,3,3.0,3,128,16,97.4,10,39.0,0,7,4.0,3,No,Not Applicable,No,1,0
EMP00829,Employee_00829,Male,40,IT,DevOps Engineer,Chennai,Full-Time,2016-10-10,2021-07-10 00:00:00,9.8,7.8,Master's,1670121,3,5.0,4,142,10,94.2,1,31.0,1,5,3.0,4,No,Not Applicable,Yes,1,0
EMP00830,Employee_00830,Male,26,Sales,Sales Manager,Chennai,Contract,2014-01-13,2019-01-13 00:00:00,12.5,10.3,Bachelor's,1337864,4,2.0,5,142,12,93.6,4,41.0,1,4,5.0,3,No,Not Applicable,No,1,0
EMP00831,Employee_00831,Male,30,IT,Data Analyst,Ahmedabad,Full-Time,2022-07-15,2026-07-31 00:00:00,4.0,9.3,MBA,1543202,4,5.0,2,157,13,92.2,6,49.0,1,4,4.0,5,No,Not Applicable,Yes,1,0
EMP00832,Employee_00832,Male,32,Sales,Sales Manager,Hyderabad,Full-Time,2014-07-02,2022-01-02 00:00:00,12.1,16.1,Bachelor's,1539535,1,3.0,3,184,14,92.0,1,30.0,2,4,1.0,2,No,Not Applicable,No,1,0
EMP00833,Employee_00833,Male,41,HR,Talent Acquisition Specialist,Kolkata,Full-Time,2017-10-26,2019-07-26 00:00:00,8.8,8.1,Bachelor's,1406474,4,2.0,2,185,26,95.6,3,30.0,1,4,4.0,2,No,Not Applicable,Yes,1,0
EMP00834,Employee_00834,Female,29,Marketing,Marketing Manager,Chennai,Contract,2019-01-08,2021-01-08 00:00:00,7.6,9.8,Bachelor's,1455542,5,3.0,4,157,0,94.6,5,23.0,1,5,5.0,4,No,Not Applicable,Yes,1,0
EMP00835,Employee_00835,Female,28,HR,HR Manager,Hyderabad,Full-Time,2023-03-06,2026-06-06 00:00:00,3.4,7.4,Bachelor's,1039968,4,3.0,2,167,5,93.9,6,44.0,1,2,4.0,3,No,Not Applicable,No,1,0
EMP00836,Employee_00836,Male,26,Marketing,SEO Specialist,Mumbai,Full-Time,2014-12-23,2019-06-23 00:00:00,11.6,9.4,Bachelor's,1098016,2,3.0,2,154,0,95.5,1,42.0,4,3,3.0,3,No,Not Applicable,No,1,0
EMP00837,Employee_00837,Female,42,IT,Data Analyst,Ahmedabad,Full-Time,2025-05-02,2026-07-31 00:00:00,1.2,6.8,Bachelor's,1680565,4,2.0,4,167,6,99.5,3,21.0,0,2,3.0,3,No,Not Applicable,No,1,0
EMP00838,Employee_00838,Female,24,Operations,Process Associate,Chennai,Full-Time,2017-10-24,2023-10-24 00:00:00,8.8,14.5,Bachelor's,1297003,2,4.0,3,162,3,89.8,3,13.0,1,5,2.0,3,No,Not Applicable,No,1,0
EMP00839,Employee_00839,Male,36,IT,DevOps Engineer,Bengaluru,Full-Time,2017-08-27,2024-11-27 00:00:00,8.9,14.9,Bachelor's,2017469,4,3.0,2,122,7,93.1,7,15.0,1,3,4.0,3,No,Not Applicable,No,1,0
EMP00840,Employee_00840,Female,27,IT,QA Engineer,Ahmedabad,Full-Time,2017-07-18,2019-01-18 00:00:00,9.0,8.7,Bachelor's,1174308,2,4.0,5,175,4,91.5,6,44.0,1,4,2.0,3,No,Not Applicable,No,1,0
EMP00841,Employee_00841,Female,40,IT,System Administrator,Kolkata,Full-Time,2020-05-21,2023-02-21 00:00:00,6.2,10.4,Bachelor's,1697457,3,4.0,3,159,7,97.6,4,48.0,0,9,5.0,3,No,Not Applicable,Yes,1,0
EMP00842,Employee_00842,Male,34,Sales,Business Development Executive,Ahmedabad,Full-Time,2015-06-26,2018-06-26 00:00:00,11.1,10.3,Bachelor's,1513845,5,5.0,4,165,12,95.5,11,42.0,2,3,5.0,5,No,Not Applicable,No,1,0
EMP00843,Employee_00843,Male,41,IT,System Administrator,Hyderabad,Contract,2018-09-24,2022-12-24 00:00:00,7.8,16.0,MBA,2096488,3,4.0,3,143,14,90.9,5,24.0,1,8,2.0,3,No,Not Applicable,Yes,1,0
EMP00844,Employee_00844,Male,33,Operations,Supply Chain Analyst,Bengaluru,Full-Time,2020-12-14,2026-06-14 00:00:00,5.6,13.5,MBA,1545892,4,4.0,1,228,40,96.0,5,26.0,2,7,4.0,2,No,Not Applicable,Yes,1,0
EMP00845,Employee_00845,Female,34,IT,QA Engineer,Bengaluru,Full-Time,2016-07-08,2023-04-08 00:00:00,10.1,18.9,MBA,2004362,5,3.0,3,127,15,95.7,7,32.0,1,12,5.0,4,No,Not Applicable,No,1,0
EMP00846,Employee_00846,Male,34,Marketing,Marketing Analyst,Chennai,Full-Time,2017-05-20,2024-05-20 00:00:00,9.2,10.7,Bachelor's,1310515,3,3.0,4,164,8,91.7,4,39.0,1,4,3.0,3,No,Not Applicable,No,1,0
EMP00847,Employee_00847,Female,38,Marketing,Digital Marketing Specialist,Chennai,Full-Time,2020-04-16,2021-07-16 00:00:00,6.3,3.1,MBA,1301066,2,1.0,2,162,0,91.5,4,49.0,0,4,1.0,1,No,Not Applicable,No,1,0
EMP00848,Employee_00848,Female,23,Operations,Process Associate,Delhi,Full-Time,2015-11-28,2018-05-28 00:00:00,10.7,19.7,Bachelor's,1654362,3,4.0,4,173,9,100.0,5,33.0,4,2,4.0,4,No,Not Applicable,Yes,1,0
EMP00849,Employee_00849,Non-Binary,33,Sales,Business Development Executive,Bengaluru,Full-Time,2017-05-28,2021-02-28 00:00:00,9.2,10.4,Bachelor's,1225706,1,5.0,4,186,12,92.0,1,29.0,2,7,2.0,4,No,Not Applicable,Yes,1,0
EMP00850,Employee_00850,Female,29,IT,Data Analyst,Delhi,Contract,2022-09-19,2026-07-31 00:00:00,3.9,2.5,Master's,1084038,3,4.0,3,189,16,89.8,5,46.0,1,7,2.0,4,No,Not Applicable,No,1,0
EMP00851,Employee_00851,Female,33,Finance,Accountant,Mumbai,Full-Time,2018-07-09,2023-10-09 00:00:00,8.1,13.6,Master's,1737093,4,5.0,3,154,33,96.4,3,32.0,1,6,4.0,5,No,Not Applicable,Yes,1,0
EMP00852,Employee_00852,Male,29,IT,DevOps Engineer,Bengaluru,Full-Time,2023-04-29,2026-07-31 00:00:00,3.3,4.9,Master's,1252444,3,5.0,4,171,19,94.7,7,7.0,2,3,2.0,4,No,Not Applicable,Yes,1,0
EMP00853,Employee_00853,Female,37,IT,DevOps Engineer,Pune,Full-Time,2021-04-08,2026-07-31 00:00:00,5.3,4.9,MBA,1484605,4,4.0,3,166,28,90.0,3,27.0,0,4,4.0,4,No,Not Applicable,Yes,1,0
EMP00854,Employee_00854,Female,28,IT,Data Analyst,Delhi,Full-Time,2016-11-10,2017-11-10 00:00:00,9.7,13.5,MBA,1650950,3,5.0,3,179,18,99.7,8,11.0,4,6,3.0,4,No,Not Applicable,Yes,1,0
EMP00855,Employee_00855,Female,28,Finance,Financial Analyst,Bengaluru,Full-Time,2022-09-05,2024-12-05 00:00:00,3.9,4.0,Master's,1029871,3,3.0,3,186,13,98.0,3,48.0,1,7,3.0,3,No,Not Applicable,No,1,0
EMP00856,Employee_00856,Male,46,Finance,Finance Manager,Delhi,Full-Time,2021-12-26,2025-06-26 00:00:00,4.6,2.9,Bachelor's,1642613,4,5.0,3,197,34,93.1,4,64.0,2,5,4.0,4,No,Not Applicable,Yes,1,0
EMP00857,Employee_00857,Male,31,Marketing,Digital Marketing Specialist,Mumbai,Full-Time,2022-09-12,2026-07-31 00:00:00,3.9,4.9,Master's,1001537,2,4.0,4,187,10,94.3,1,31.0,0,4,2.0,3,No,Not Applicable,No,1,0
EMP00858,Employee_00858,Female,21,Sales,Sales Executive,Kolkata,Contract,2019-10-14,2024-10-14 00:00:00,6.8,9.4,Bachelor's,932475,2,3.0,4,181,9,89.9,4,34.0,0,4,2.0,3,No,Not Applicable,No,1,0
EMP00859,Employee_00859,Male,38,Operations,Process Associate,Chennai,Full-Time,2014-09-27,2020-12-27 00:00:00,11.8,11.2,Bachelor's,1510566,3,4.0,2,172,14,97.5,4,13.0,3,5,3.0,2,No,Not Applicable,Yes,1,0
EMP00860,Employee_00860,Female,33,IT,System Administrator,Chennai,Full-Time,2017-06-12,2024-12-12 00:00:00,9.1,10.8,Bachelor's,2015609,4,4.0,3,191,2,93.9,7,46.0,2,2,5.0,4,No,Not Applicable,Yes,1,0
EMP00861,Employee_00861,Female,40,IT,Software Engineer,Delhi,Full-Time,2022-10-04,2024-07-04 00:00:00,3.8,9.6,Bachelor's,1681638,3,4.0,3,183,1,94.3,1,39.0,0,8,3.0,4,No,Not Applicable,No,1,0
EMP00862,Employee_00862,Non-Binary,32,Marketing,Marketing Analyst,Mumbai,Full-Time,2018-06-30,2020-06-30 00:00:00,8.1,6.8,Master's,1349309,4,4.0,5,214,13,99.2,10,35.0,3,2,4.0,5,No,Not Applicable,Yes,1,0
EMP00863,Employee_00863,Female,39,Sales,Business Development Executive,Kolkata,Full-Time,2022-10-01,2026-01-01 00:00:00,3.8,3.9,Master's,1477318,5,3.0,2,142,7,99.4,8,14.0,0,4,5.0,3,No,Not Applicable,No,1,0
EMP00864,Employee_00864,Male,26,IT,Software Engineer,Chennai,Full-Time,2020-01-07,2024-07-07 00:00:00,6.6,16.4,Master's,1564853,3,3.0,3,160,11,94.3,4,28.0,2,4,3.0,2,No,Not Applicable,Yes,1,0
EMP00865,Employee_00865,Male,32,Sales,Sales Analyst,Mumbai,Full-Time,2014-02-26,2019-11-26 00:00:00,12.4,17.8,Bachelor's,1638874,5,3.0,4,176,21,92.0,7,31.0,1,4,5.0,5,No,Not Applicable,Yes,1,0
EMP00866,Employee_00866,Male,21,Finance,Accountant,Delhi,Full-Time,2024-11-03,2026-07-31 00:00:00,1.7,1.6,Bachelor's,688704,3,4.0,4,188,15,95.9,2,29.0,0,8,2.0,4,No,Not Applicable,Yes,1,0
EMP00867,Employee_00867,Male,36,Sales,Sales Executive,Kolkata,Full-Time,2014-02-08,2021-05-08 00:00:00,12.5,16.6,MBA,1723597,3,5.0,4,168,3,87.0,7,28.0,3,3,3.0,4,No,Not Applicable,Yes,1,0
EMP00868,Employee_00868,Female,30,Sales,Account Manager,Mumbai,Contract,2019-05-21,2020-11-21 00:00:00,7.2,8.8,Bachelor's,1421218,5,4.0,2,189,15,92.7,13,19.0,2,7,5.0,4,No,Not Applicable,No,1,0
EMP00869,Employee_00869,Male,21,Operations,Operations Analyst,Ahmedabad,Full-Time,2021-12-20,2024-09-20 00:00:00,4.6,2.6,Master's,711267,4,3.0,3,192,13,95.3,4,41.0,0,5,4.0,3,No,Not Applicable,Yes,1,0
EMP00870,Employee_00870,Male,37,Finance,Accountant,Mumbai,Part-Time,2023-11-27,2026-07-31 00:00:00,2.7,8.2,Bachelor's,1443837,4,4.0,2,170,26,95.5,2,12.0,0,6,2.0,3,No,Not Applicable,No,1,0
EMP00871,Employee_00871,Non-Binary,24,Operations,Process Associate,Pune,Full-Time,2019-06-17,2023-09-17 00:00:00,7.1,11.0,Bachelor's,1244711,4,3.0,4,176,16,94.4,6,39.0,3,5,3.0,4,No,Not Applicable,Yes,1,0
EMP00872,Employee_00872,Female,37,Sales,Sales Analyst,Ahmedabad,Full-Time,2025-04-28,2026-07-31 00:00:00,1.3,4.2,Diploma,1223072,3,1.0,4,178,8,94.2,3,43.0,0,5,2.0,3,No,Not Applicable,Yes,1,0
EMP00873,Employee_00873,Female,25,HR,Recruiter,Hyderabad,Full-Time,2017-01-10,2023-10-10 00:00:00,9.6,9.8,Bachelor's,1121111,3,5.0,3,173,15,91.1,8,46.0,0,7,3.0,4,No,Not Applicable,Yes,1,0
EMP00874,Employee_00874,Female,21,Marketing,Marketing Analyst,Hyderabad,Full-Time,2020-06-20,2026-07-31 00:00:00,6.1,14.0,Bachelor's,1218606,4,4.0,3,144,21,91.2,5,59.0,1,1,5.0,4,No,Not Applicable,No,1,0
EMP00875,Employee_00875,Female,35,Operations,Process Associate,Kolkata,Full-Time,2022-06-19,2023-09-19 00:00:00,4.1,7.1,Bachelor's,1297451,4,3.0,5,211,23,96.2,4,56.0,2,5,3.0,4,No,Not Applicable,Yes,1,0
EMP00876,Employee_00876,Male,23,IT,Data Analyst,Ahmedabad,Full-Time,2023-08-03,2026-02-03 00:00:00,3.0,6.0,Bachelor's,1278530,4,3.0,4,178,3,96.4,8,55.0,1,7,4.0,4,No,Not Applicable,Yes,1,0
EMP00877,Employee_00877,Male,43,Operations,Process Associate,Mumbai,Full-Time,2016-02-05,2024-11-13 00:00:00,10.5,10.5,Diploma,1887064,4,3.0,4,140,0,99.8,6,34.0,4,3,4.0,4,Yes,Manager Issues,Yes,0,1
EMP00878,Employee_00878,Male,29,HR,HR Analyst,Delhi,Full-Time,2021-02-21,2024-11-21 00:00:00,5.4,4.5,MBA,842875,2,3.0,3,194,22,91.9,2,42.0,2,5,1.0,3,No,Not Applicable,Yes,1,0
EMP00879,Employee_00879,Female,25,IT,IT Manager,Chennai,Full-Time,2022-06-01,2026-06-01 00:00:00,4.2,9.2,Bachelor's,1237866,3,4.0,4,167,7,94.5,4,40.0,0,6,3.0,3,No,Not Applicable,Yes,1,0
EMP00880,Employee_00880,Male,21,Sales,Sales Executive,Hyderabad,Contract,2019-02-01,2024-05-01 00:00:00,7.5,11.8,MBA,1190067,3,4.0,3,173,6,98.4,7,47.0,0,8,4.0,4,No,Not Applicable,No,1,0
EMP00881,Employee_00881,Male,35,IT,QA Engineer,Kolkata,Full-Time,2022-09-17,2026-07-31 00:00:00,3.9,7.9,Bachelor's,1611243,4,3.0,4,187,0,93.4,6,29.0,0,1,4.0,3,No,Not Applicable,Yes,1,0
EMP00882,Employee_00882,Female,38,HR,HR Analyst,Kolkata,Full-Time,2020-11-13,2026-07-31 00:00:00,5.7,7.2,Bachelor's,1468346,5,3.0,3,171,6,99.0,10,50.0,2,8,5.0,4,No,Not Applicable,No,1,0
EMP00883,Employee_00883,Female,29,Marketing,SEO Specialist,Bengaluru,Full-Time,2025-11-30,2026-07-07 00:00:00,0.7,4.3,Diploma,897232,3,1.0,2,150,34,94.3,1,19.0,0,9,2.0,2,Yes,Job Dissatisfaction,Yes,0,1
EMP00884,Employee_00884,Female,33,HR,HR Executive,Pune,Full-Time,2014-02-15,2015-02-15 00:00:00,12.5,18.0,MBA,1974641,5,3.0,4,158,15,97.8,8,40.0,3,6,5.0,4,No,Not Applicable,Yes,1,0
EMP00885,Employee_00885,Female,38,HR,Recruiter,Hyderabad,Full-Time,2022-12-05,2025-03-05 00:00:00,3.7,4.1,Bachelor's,1283828,4,2.0,3,160,15,97.4,6,38.0,1,4,5.0,3,No,Not Applicable,Yes,1,0
EMP00886,Employee_00886,Male,34,IT,DevOps Engineer,Pune,Full-Time,2016-06-24,2019-12-24 00:00:00,10.1,9.7,Master's,1813401,5,3.0,3,175,21,94.3,7,34.0,4,1,5.0,4,No,Not Applicable,Yes,1,0
EMP00887,Employee_00887,Male,22,Sales,Sales Manager,Bengaluru,Full-Time,2025-05-04,2026-07-31 00:00:00,1.2,2.5,Master's,713702,3,4.0,3,185,31,89.7,6,35.0,0,5,3.0,3,No,Not Applicable,Yes,1,0
EMP00888,Employee_00888,Male,21,Operations,Supply Chain Analyst,Chennai,Full-Time,2019-05-15,2024-05-15 00:00:00,7.2,6.5,Bachelor's,731594,2,3.0,4,180,21,94.2,4,32.0,0,7,3.0,3,No,Not Applicable,Yes,1,0
EMP00889,Employee_00889,Female,21,HR,Recruiter,Kolkata,Full-Time,2024-12-09,2026-07-31 00:00:00,1.6,2.8,Master's,569557,4,4.0,2,171,0,93.0,4,25.0,0,5,4.0,3,No,Not Applicable,Yes,1,0
EMP00890,Employee_00890,Male,28,HR,HR Executive,Delhi,Full-Time,2023-08-27,2026-07-31 00:00:00,2.9,1.4,Bachelor's,986857,4,1.0,4,185,38,92.6,6,45.0,1,10,4.0,3,No,Not Applicable,Yes,1,0
EMP00891,Employee_00891,Male,39,HR,HR Analyst,Hyderabad,Full-Time,2018-03-31,2019-12-31 00:00:00,8.3,11.9,Bachelor's,1748416,3,3.0,3,175,11,92.1,2,40.0,3,5,2.0,4,No,Not Applicable,Yes,1,0
EMP00892,Employee_00892,Female,30,HR,HR Manager,Ahmedabad,Full-Time,2016-08-06,2018-08-06 00:00:00,10.0,9.0,Master's,1251876,5,4.0,4,167,0,92.1,8,53.0,0,2,5.0,4,No,Not Applicable,No,1,0
EMP00893,Employee_00893,Female,39,Marketing,Marketing Analyst,Chennai,Full-Time,2024-11-20,2026-07-31 00:00:00,1.7,3.5,Bachelor's,1277534,3,4.0,4,154,16,98.8,11,47.0,0,6,3.0,5,No,Not Applicable,Yes,1,0
EMP00894,Employee_00894,Male,23,Operations,Supply Chain Analyst,Kolkata,Full-Time,2025-08-11,2026-07-31 00:00:00,1.0,0.5,Bachelor's,390927,2,3.0,3,168,4,91.4,6,54.0,0,10,2.0,3,No,Not Applicable,Yes,1,0
EMP00895,Employee_00895,Male,34,Finance,Accountant,Mumbai,Full-Time,2020-05-02,2026-02-02 00:00:00,6.2,7.9,Bachelor's,1630849,4,4.0,3,171,24,92.5,3,40.0,2,7,4.0,4,No,Not Applicable,Yes,1,0
EMP00896,Employee_00896,Male,30,Finance,Finance Manager,Ahmedabad,Full-Time,2020-05-31,2026-05-31 00:00:00,6.2,6.4,MBA,1263710,3,3.0,4,145,11,93.0,3,12.0,1,6,4.0,4,No,Not Applicable,Yes,1,0
EMP00897,Employee_00897,Non-Binary,28,IT,System Administrator,Chennai,Full-Time,2017-04-27,2024-07-27 00:00:00,9.3,14.5,Bachelor's,1460691,2,4.0,3,150,0,94.8,6,22.0,3,2,3.0,2,No,Not Applicable,No,1,0
EMP00898,Employee_00898,Male,21,Marketing,Marketing Manager,Pune,Full-Time,2016-11-28,2018-05-28 00:00:00,9.7,10.1,MBA,1187020,4,4.0,3,146,9,98.9,4,36.0,4,4,4.0,4,No,Not Applicable,No,1,0
EMP00899,Employee_00899,Male,36,Operations,Process Associate,Mumbai,Full-Time,2024-05-16,2026-07-31 00:00:00,2.2,0.5,Bachelor's,937044,3,4.0,3,197,27,94.4,4,11.0,0,3,4.0,3,No,Not Applicable,Yes,1,0
EMP00900,Employee_00900,Male,35,IT,IT Manager,Chennai,Full-Time,2020-10-16,2023-10-16 00:00:00,5.8,7.5,Bachelor's,1861720,4,3.0,4,172,24,93.2,9,29.0,1,4,4.0,4,No,Not Applicable,No,1,0
EMP00901,Employee_00901,Male,35,Operations,Supply Chain Analyst,Ahmedabad,Full-Time,2024-12-10,2025-06-24 00:00:00,1.6,8.1,MBA,1468264,4,3.0,3,143,24,91.4,3,52.0,2,6,5.0,3,Yes,Workload,No,0,1
EMP00902,Employee_00902,Male,24,Operations,Process Associate,Mumbai,Full-Time,2014-04-09,2018-07-09 00:00:00,12.3,15.4,Bachelor's,1172703,2,3.0,4,207,24,90.3,1,37.0,0,7,2.0,3,No,Not Applicable,No,1,0
EMP00903,Employee_00903,Female,44,Operations,Supply Chain Analyst,Ahmedabad,Full-Time,2016-06-16,2021-12-16 00:00:00,10.1,13.6,Bachelor's,1839565,4,3.0,2,162,7,92.8,7,10.0,3,4,4.0,3,No,Not Applicable,No,1,0
EMP00904,Employee_00904,Female,36,Sales,Business Development Executive,Kolkata,Full-Time,2017-07-17,2024-04-17 00:00:00,9.0,12.6,Bachelor's,1529251,3,3.0,1,144,0,95.7,7,40.0,3,4,2.0,2,No,Not Applicable,No,1,0
EMP00905,Employee_00905,Male,32,IT,System Administrator,Ahmedabad,Full-Time,2016-12-11,2023-12-11 00:00:00,9.6,8.4,Bachelor's,1531191,5,1.0,3,159,10,97.9,8,39.0,2,4,5.0,3,No,Not Applicable,No,1,0
EMP00906,Employee_00906,Female,24,IT,Software Engineer,Pune,Full-Time,2020-05-09,2021-08-09 00:00:00,6.2,12.7,Bachelor's,1565642,5,5.0,4,164,7,100.0,8,30.0,1,6,5.0,5,No,Not Applicable,Yes,1,0
EMP00907,Employee_00907,Non-Binary,44,Sales,Business Development Executive,Kolkata,Contract,2019-01-18,2021-07-18 00:00:00,7.5,9.0,PhD,1654226,3,4.0,3,211,0,95.4,4,16.0,1,3,3.0,3,No,Not Applicable,Yes,1,0
EMP00908,Employee_00908,Female,24,IT,IT Manager,Pune,Full-Time,2023-11-02,2026-07-31 00:00:00,2.7,0.5,Bachelor's,1028134,3,1.0,3,154,9,95.9,5,34.0,0,6,4.0,2,No,Not Applicable,Yes,1,0
EMP00909,Employee_00909,Female,34,Operations,Operations Analyst,Delhi,Full-Time,2019-04-09,2023-04-09 00:00:00,7.3,7.3,Bachelor's,1355704,4,4.0,4,177,0,98.4,4,49.0,4,5,3.0,5,No,Not Applicable,Yes,1,0
EMP00910,Employee_00910,Female,25,Marketing,Digital Marketing Specialist,Pune,Full-Time,2020-07-01,2025-10-01 00:00:00,6.1,11.4,MBA,1192178,3,3.0,3,178,18,94.4,6,40.0,3,2,3.0,3,No,Not Applicable,No,1,0
EMP00911,Employee_00911,Female,37,Marketing,Marketing Manager,Mumbai,Full-Time,2017-02-15,2023-08-15 00:00:00,9.5,10.6,MBA,1424717,3,2.0,4,173,6,92.7,1,27.0,2,4,3.0,2,No,Not Applicable,No,1,0
EMP00912,Employee_00912,Female,31,HR,Talent Acquisition Specialist,Chennai,Full-Time,2021-03-16,2026-07-31 00:00:00,5.4,14.2,Bachelor's,1098698,2,4.0,3,157,29,97.1,8,36.0,2,7,3.0,3,No,Not Applicable,No,1,0
EMP00913,Employee_00913,Female,30,IT,System Administrator,Delhi,Full-Time,2017-07-07,2018-07-07 00:00:00,9.1,16.3,Master's,1651070,3,4.0,4,157,12,93.3,4,61.0,2,7,3.0,4,No,Not Applicable,No,1,0
EMP00914,Employee_00914,Male,31,Marketing,Marketing Analyst,Delhi,Full-Time,2022-04-16,2024-07-16 00:00:00,4.3,4.9,Master's,889967,1,3.0,4,200,6,96.3,1,39.0,0,2,1.0,2,No,Not Applicable,Yes,1,0
EMP00915,Employee_00915,Male,32,Sales,Sales Analyst,Mumbai,Full-Time,2015-01-14,2023-08-10 00:00:00,11.5,12.9,PhD,1566233,4,3.0,3,204,35,94.2,1,43.0,3,10,4.0,3,Yes,Career Growth,No,0,1
EMP00916,Employee_00916,Male,39,Finance,Auditor,Chennai,Full-Time,2025-06-11,2026-07-31 00:00:00,1.1,4.0,Master's,1273466,3,5.0,1,170,19,92.6,5,15.0,1,6,4.0,3,No,Not Applicable,Yes,1,0
EMP00917,Employee_00917,Male,34,Sales,Account Manager,Ahmedabad,Full-Time,2025-10-20,2026-07-31 00:00:00,0.8,6.6,Bachelor's,1139659,4,5.0,3,177,2,95.1,2,24.0,0,3,4.0,4,No,Not Applicable,Yes,1,0
EMP00918,Employee_00918,Non-Binary,33,Operations,Operations Analyst,Kolkata,Full-Time,2022-03-14,2026-07-31 00:00:00,4.4,6.7,Bachelor's,1333413,4,4.0,5,136,29,94.3,8,40.0,0,8,4.0,5,No,Not Applicable,Yes,1,0
